metric_id,country_id,year,life_expectancy,adult_mortality,infant_deaths,under_five_deaths,hiv_aids,schooling
1138,1138,2009,68,314,7,11,4,10.3
1139,1139,2010,62,298,7,10,3.8,10.5
1140,1140,2014,64.4,294,7,8,0.1,9
1141,1141,2011,62.9,285,7,10,3.5,10.7
1142,1142,2014,64.2,275,7,10,3,11.1
1143,1143,2013,63.9,274,7,10,3,11.1
1144,1144,2012,63.7,273,7,10,3.3,10.2
1145,1145,2015,64.7,267,7,10,2.8,11.1
1146,1146,2010,67.8,236,7,8,0.1,14.5
1147,1147,2009,67.8,235,7,8,0.1,14.6
1148,1148,2003,63.4,231,7,8,0.1,10.3
1149,1149,2001,61,229,7,12,1.2,6.5
1150,1150,2002,63.3,229,7,8,0.1,10.2
1151,1151,2002,62,228,7,12,1.2,6.5
1152,1152,2013,65.4,228,7,8,0.1,10.7
1153,1153,2011,68.5,224,7,7,0.1,14.4
1154,1154,2000,63.8,224,7,9,0.1,0
1155,1155,2001,64,221,7,9,0.1,10.2
1156,1156,2014,66,217,7,8,0.1,10.8
1157,1157,2011,65.6,217,7,8,0.1,10.6
1158,1158,2004,69.3,214,7,8,2.1,12.5
1159,1159,2010,65.8,211,7,8,0.1,10.6
1160,1160,2002,71.4,189,7,8,2.4,12.3
1161,1161,2001,71.2,188,7,9,2.5,12.3
1162,1162,2006,72.3,178,7,8,1.8,12.6
1163,1163,2000,72,176,7,9,2.5,12.2
1164,1164,2011,71.7,163,7,8,0.1,12
1165,1165,2003,67.8,154,7,8,0.1,10.8
1166,1166,2012,69.8,149,7,9,0.1,0
1167,1167,2002,67.8,146,7,9,0.1,10.6
1168,1168,2008,74.6,139,7,9,0.1,13
1169,1169,2009,75.1,137,7,8,0.1,13.1
1170,1170,2010,75,134,7,8,0.1,13.1
1171,1171,2011,75.3,131,7,8,0.1,13.2
1172,1172,2012,75.5,127,7,8,0.1,13.3
1173,1173,2010,73.7,127,7,9,0.1,11.7
1174,1174,2009,73.8,124,7,9,0.1,11.8
1175,1175,2015,74.5,88,7,8,0.1,16.1
1176,1176,2014,74.4,88,7,9,0.1,15.8
1177,1177,2013,63.6,37,7,9,0.1,13
1178,1178,2005,59.4,34,7,9,1.6,5.4
1179,1179,2012,62.8,32,7,9,0.1,12.5
1180,1180,2005,69.7,28,7,8,2,12.6
1181,1181,2000,60,23,7,11,1.1,6.4
1182,1182,2003,73,22,7,8,2.3,12.4
1183,1183,2012,65.6,22,7,8,0.1,10.7
1184,1184,2007,74.7,14,7,9,0.2,12.9
1185,1185,2007,62,329,6,9,1.3,5.3
1186,1186,2008,67,322,6,9,1.1,5.2
1187,1187,2009,61.4,311,6,9,1,5.2
1188,1188,2010,62.1,298,6,9,0.9,5.1
1189,1189,2015,64.5,293,6,8,0.1,9
1190,1190,2011,62.9,286,6,8,0.7,5
1191,1191,2012,63.6,274,6,8,0.6,5
1192,1192,2013,64,266,6,8,0.5,5
1193,1193,2000,67.5,257,6,8,0.7,13.3
1194,1194,2003,67.6,256,6,6,0.9,14.3
1195,1195,2002,67.6,256,6,7,0.9,13.9
1196,1196,2001,67.7,253,6,7,0.8,13.2
1197,1197,2005,63.3,248,6,8,0.1,10.3
1198,1198,2006,63.7,245,6,8,0.1,10.4
1199,1199,2007,64.1,241,6,8,0.1,10.4
1200,1200,2004,63.5,238,6,8,0.1,10.3
1201,1201,2008,64.5,235,6,8,0.1,10.5
1202,1202,2015,66.3,215,6,7,0.1,10.8
1203,1203,2009,65.6,215,6,8,0.1,10.5
1204,1204,2012,69.1,214,6,7,0.1,14.7
1205,1205,2004,69.1,197,6,10,0.1,12.8
1206,1206,2012,72.1,174,6,7,0.4,13.1
1207,1207,2000,71,174,6,8,1.7,9.8
1208,1208,2001,71.3,171,6,8,1.6,9.9
1209,1209,2002,71.6,169,6,7,1.5,10.1
1210,1210,2010,72.7,166,6,8,0.9,12.9
1211,1211,2003,71.9,166,6,7,1.4,10.3
1212,1212,2007,72.9,164,6,8,1.6,12.7
1213,1213,2005,68.4,162,6,7,0.1,11.2
1214,1214,2008,73.3,161,6,8,1.4,12.8
1215,1215,2013,73.4,157,6,7,0.3,13.2
1216,1216,2009,73.6,157,6,8,1.2,12.9
1217,1217,2006,69.2,154,6,7,0.1,10.7
1218,1218,2004,68.4,154,6,8,0.1,11
1219,1219,2014,73.6,154,6,7,0.3,13.2
1220,1220,2015,73.9,152,6,7,0.3,13.2
1221,1221,2013,71,146,6,8,0.1,0
1222,1222,2014,73,142,6,8,0.1,0
1223,1223,2008,73,141,6,6,0.1,11.6
1224,1224,2015,76,139,6,7,0.1,0
1225,1225,2009,78,132,6,6,0.1,11.6
1226,1226,2014,76,121,6,7,0.1,14
1227,1227,2013,76,121,6,8,0.1,13.4
1228,1228,2015,76.2,118,6,7,0.1,14
1229,1229,2011,73.1,16,6,7,0.7,13
1230,1230,2007,73,14,6,7,0.1,11.6
1231,1231,2005,44.5,675,5,6,34.8,10.7
1232,1232,2004,44.8,666,5,7,34.6,10.7
1233,1233,2006,45.3,654,5,6,34.1,10.7
1234,1234,2003,45.5,648,5,7,33.8,10.5
1235,1235,2002,46.4,622,5,7,32.5,10.4
1236,1236,2008,47.8,592,5,6,27.3,10.7
1237,1237,2001,47.8,586,5,7,31.2,10.3
1238,1238,2000,49.3,543,5,7,29.8,9.6
1239,1239,2008,55.6,297,5,7,6,8.8
1240,1240,2005,67,278,5,6,0.9,14.5
1241,1241,2007,67.5,277,5,6,0.7,14.8
1242,1242,2008,67.7,273,5,6,0.4,14.9
1243,1243,2006,67.7,267,5,6,0.8,14.7
1244,1244,2004,67.4,267,5,6,1,14.6
1245,1245,2014,64.4,261,5,8,0.4,5
1246,1246,2015,64.7,255,5,7,0.4,5
1247,1247,2009,69.2,231,5,6,0.3,14.9
1248,1248,2010,69.8,212,5,6,0.2,14.9
1249,1249,2000,71.5,175,5,6,0.1,12.4
1250,1250,2004,72.2,165,5,7,1.2,10.4
1251,1251,2005,72.5,163,5,6,0.9,10.6
1252,1252,2006,72.8,161,5,6,0.8,10.8
1253,1253,2002,73.7,149,5,5,0.1,12.6
1254,1254,2003,73.9,146,5,5,0.1,12.7
1255,1255,2011,71.6,125,5,6,0.1,11.7
1256,1256,2012,71.9,123,5,6,0.1,11.8
1257,1257,2013,72.2,121,5,6,0.1,11.9
1258,1258,2014,72.5,119,5,6,0.1,12.2
1259,1259,2015,72.7,118,5,6,0.1,12.7
1260,1260,2004,53.5,38,5,8,5,7.7
1261,1261,2003,53,38,5,8,4.6,7.4
1262,1262,2005,53.9,37,5,8,5.4,8
1263,1263,2006,54.4,36,5,8,5.6,8.3
1264,1264,2002,52.8,35,5,8,4.1,7.1
1265,1265,2007,55,32,5,7,5.7,8.8
1266,1266,2001,52.5,32,5,9,3.6,6.7
1267,1267,2013,69.5,28,5,6,0.1,15
1268,1268,2012,77,25,5,5,0.2,15.1
1269,1269,2011,75,24,5,5,0.2,14.9
1270,1270,2014,69.9,22,5,5,0.1,15
1271,1271,2007,73,16,5,6,0.7,10.9
1272,1272,2001,72.7,16,5,6,0.1,12.5
1273,1273,2010,71.1,13,5,6,0.1,11.7
1274,1274,2000,52.1,3,5,9,3.1,6.4
1275,1275,2007,46.2,633,4,6,30,10.6
1276,1276,2009,49.4,566,4,6,18.2,10.8
1277,1277,2010,51.1,527,4,6,13.4,10.9
1278,1278,2014,52.1,522,4,6,9.4,10.8
1279,1279,2013,52.1,518,4,6,9.6,11.1
1280,1280,2012,52.2,513,4,6,9,11
1281,1281,2015,53.7,484,4,6,9.3,10.7
1282,1282,2011,57.1,289,4,7,5.7,9
1283,1283,2009,56.3,288,4,7,6,8.9
1284,1284,2010,56.7,287,4,7,5.9,8.9
1285,1285,2012,57.6,285,4,6,5.3,9.1
1286,1286,2014,58.4,282,4,6,3.4,9.2
1287,1287,2013,58.1,279,4,6,4.5,9.1
1288,1288,2015,58.9,275,4,6,3.2,9.2
1289,1289,2006,66.7,234,4,4,0.1,12.5
1290,1290,2007,67.2,229,4,4,0.1,12.6
1291,1291,2000,66.6,225,4,5,0.1,11.4
1292,1292,2005,66.9,224,4,4,0.1,12.4
1293,1293,2001,68.9,219,4,4,0.4,11.6
1294,1294,2000,69,218,4,5,0.4,11.3
1295,1295,2004,67.1,218,4,4,0.1,12.5
1296,1296,2008,67.6,217,4,4,0.2,12.6
1297,1297,2003,66.6,217,4,4,0.1,12.2
1298,1298,2001,67.2,217,4,5,0.1,11.8
1299,1299,2002,66.7,215,4,5,0.1,12.1
1300,1300,2010,68.8,199,4,4,0.1,12.2
1301,1301,2015,72,198,4,5,0.1,15
1302,1302,2003,76,198,4,5,0.3,11
1303,1303,2013,71,198,4,5,0.2,15.2
1304,1304,2002,75,197,4,5,0.4,10.7
1305,1305,2015,71.3,195,4,5,0.2,15.3
1306,1306,2004,71,194,4,4,0.3,11
1307,1307,2001,73,193,4,5,0.4,10.4
1308,1308,2000,73,192,4,5,0.4,10.1
1309,1309,2011,69.4,188,4,4,0.2,12.1
1310,1310,2009,71.8,183,4,4,0.1,13.4
1311,1311,2001,78,179,4,5,0.1,11.7
1312,1312,2002,77,178,4,5,0.1,12
1313,1313,2000,77,175,4,5,0.1,11.5
1314,1314,2003,71.1,174,4,4,0.1,12.5
1315,1315,2000,79,172,4,5,0.1,11.6
1316,1316,2008,72.3,172,4,4,0.1,13.3
1317,1317,2002,71.5,168,4,4,0.1,12.2
1318,1318,2003,71.7,166,4,4,0.1,12.7
1319,1319,2004,71.7,165,4,4,0.1,12.9
1320,1320,2008,73.2,159,4,5,0.6,11.1
1321,1321,2009,73.4,157,4,5,0.5,11.3
1322,1322,2010,73.6,156,4,5,0.4,11.5
1323,1323,2011,73.9,153,4,5,0.4,11.7
1324,1324,2012,74.1,151,4,4,0.4,11.6
1325,1325,2000,72.4,149,4,5,0.1,11.6
1326,1326,2007,73.7,146,4,5,0.1,13.2
1327,1327,2006,73.8,145,4,5,0.1,13.1
1328,1328,2001,72.7,144,4,5,0.1,11.9
1329,1329,2005,74.2,138,4,5,0.1,12.9
1330,1330,2000,71.7,133,4,4,0.1,12.6
1331,1331,2001,71.9,131,4,4,0.1,12.7
1332,1332,2002,72.1,129,4,4,0.1,13
1333,1333,2005,72.4,127,4,4,0.1,13.8
1334,1334,2003,72.3,127,4,4,0.1,13.2
1335,1335,2014,74.8,126,4,4,0.1,13
1336,1336,2004,72.5,125,4,4,0.1,13.5
1337,1337,2015,75,123,4,4,0.1,13.1
1338,1338,2006,72.8,121,4,4,0.1,13.7
1339,1339,2008,73.1,119,4,4,0.1,13.6
1340,1340,2009,73.3,118,4,4,0.1,13.6
1341,1341,2010,73.4,117,4,4,0.1,13.2
1342,1342,2011,73.6,116,4,4,0.1,13.1
1343,1343,2000,76,116,4,4,0.1,0
1344,1344,2012,73.7,115,4,4,0.1,12.9
1345,1345,2013,73.9,114,4,4,0.1,13.1
1346,1346,2014,74,113,4,4,0.1,13.1
1347,1347,2015,74.1,112,4,4,0.1,13.1
1348,1348,2000,72.9,112,4,5,0.1,12.8
1349,1349,2000,77.8,89,4,5,0.1,0
1350,1350,2001,78,88,4,4,0.1,0
1351,1351,2002,78.2,87,4,4,0.1,0
1352,1352,2003,78.3,86,4,4,0.1,0
1353,1353,2004,78.8,83,4,4,0.1,0
1354,1354,2006,79.3,82,4,4,0.1,0
1355,1355,2005,79,82,4,4,0.1,0
1356,1356,2009,81,78,4,4,0.1,0
1357,1357,2000,81.1,74,4,5,0.1,14.5
1358,1358,2001,81.5,72,4,5,0.1,14.6
1359,1359,2011,52.3,52,4,6,10.5,11
1360,1360,2014,78,23,4,5,0.2,15.2
1361,1361,2009,68.5,21,4,4,0.1,12.4
1362,1362,2002,73.5,19,4,5,0.1,13.3
1363,1363,2001,71.2,17,4,5,0.1,11.8
1364,1364,2003,73.7,17,4,4,0.1,13.5
1365,1365,2013,74.3,15,4,4,0.4,11.6
1366,1366,2002,72.9,14,4,4,0.1,12
1367,1367,2007,73,12,4,4,0.1,13.6
1368,1368,2001,73.2,11,4,5,0.1,13.1
1369,1369,2008,79.6,8,4,4,0.1,0
1370,1370,2007,79.5,8,4,4,0.1,0
1371,1371,2002,46.4,587,3,4,49.9,9.2
1372,1372,2001,47.1,568,3,4,48.8,9.3
1373,1373,2006,47.8,564,3,4,43.7,9.9
1374,1374,2000,48.4,536,3,4,46.4,9.4
1375,1375,2004,54.7,483,3,4,24,11.7
1376,1376,2005,55.1,477,3,4,22.1,11.6
1377,1377,2008,51.4,477,3,4,40.2,10.6
1378,1378,2003,55,471,3,4,24.7,11.7
1379,1379,2002,55.7,452,3,4,24.6,11.8
1380,1380,2006,57,431,3,4,19.2,11.4
1381,1381,2001,56.5,426,3,4,23.9,11.7
1382,1382,2007,60,356,3,4,15.2,11.3
1383,1383,2011,56.2,344,3,4,7.7,9.2
1384,1384,2010,56.1,339,3,4,7.2,9.2
1385,1385,2007,55,339,3,4,5.9,9
1386,1386,2008,55.4,338,3,4,6.3,9.1
1387,1387,2012,56.7,337,3,4,8.2,9.2
1388,1388,2006,54.8,337,3,4,5.3,9
1389,1389,2005,54.4,337,3,4,4.9,8.7
1390,1390,2004,54.1,336,3,4,4.4,8.5
1391,1391,2000,52.7,336,3,4,1.9,0
1392,1392,2003,53.8,334,3,4,3.6,8.4
1393,1393,2002,53.5,334,3,4,2.9,8.2
1394,1394,2001,53.1,334,3,4,2.3,8
1395,1395,2013,57.4,327,3,4,5.7,9.2
1396,1396,2008,61.7,317,3,4,11.7,11.3
1397,1397,2010,63,299,3,4,6.2,11.4
1398,1398,2002,56.6,298,3,6,2.5,7
1399,1399,2003,57,297,3,6,2.7,7.3
1400,1400,2004,57.3,296,3,6,2.9,7.6
1401,1401,2005,57.7,294,3,6,3,7.8
1402,1402,2007,58.5,288,3,6,3.1,8.4
1403,1403,2006,58.2,288,3,6,3,8.1
1404,1404,2008,58.7,287,3,6,3,8.6
1405,1405,2009,59,286,3,6,2.7,8.9
1406,1406,2010,59.3,284,3,6,2.1,8.8
1407,1407,2011,59.8,277,3,5,1.8,8.7
1408,1408,2000,58.7,276,3,4,0.1,0
1409,1409,2012,62,269,3,5,1.4,8.8
1410,1410,2001,59.4,269,3,4,0.1,9.8
1411,1411,2011,64.3,268,3,4,4.7,11.5
1412,1412,2014,68,266,3,5,1.7,8.9
1413,1413,2013,66,266,3,5,1.6,8.9
1414,1414,2015,61.1,262,3,5,1.7,8.9
1415,1415,2002,62,261,3,4,0.1,9.8
1416,1416,2013,66.1,232,3,3,2.5,11.6
1417,1417,2012,65.8,232,3,4,3.7,11.5
1418,1418,2004,62.3,229,3,3,0.1,10.2
1419,1419,2004,70,215,3,3,0.3,12.4
1420,1420,2005,71,213,3,3,0.2,12.7
1421,1421,2006,75,211,3,3,0.2,12.9
1422,1422,2005,71.2,194,3,4,0.3,11
1423,1423,2013,77,174,3,4,0.1,12.5
1424,1424,2007,72.5,173,3,4,0.2,11
1425,1425,2008,72.5,169,3,3,0.2,11.1
1426,1426,2015,71.1,166,3,3,0.1,13
1427,1427,2004,71.9,165,3,4,0.2,12.1
1428,1428,2009,73.2,163,3,3,0.2,11.3
1429,1429,2005,72.1,163,3,4,0.2,12.3
1430,1430,2005,71.9,162,3,4,0.1,13.4
1431,1431,2006,72.3,161,3,4,0.2,12.1
1432,1432,2007,72.5,159,3,4,0.1,12
1433,1433,2008,72.7,157,3,4,0.1,11.9
1434,1434,2006,72.5,157,3,4,0.1,13.7
1435,1435,2009,73,155,3,3,0.1,12.1
1436,1436,2010,73.2,154,3,3,0.1,11.4
1437,1437,2007,72.9,154,3,3,0.1,14.1
1438,1438,2000,73.7,153,3,4,0.1,14.6
1439,1439,2010,73.2,152,3,3,0.1,12.4
1440,1440,2014,74.5,149,3,4,0.3,11.4
1441,1441,2001,74.2,149,3,3,0.1,14.7
1442,1442,2000,78,148,3,3,0.1,15.5
1443,1443,2013,73.8,148,3,3,0.2,12.3
1444,1444,2012,73.6,148,3,3,0.1,12.3
1445,1445,2015,74.6,147,3,4,0.3,11.2
1446,1446,2001,71,147,3,3,0.1,15.7
1447,1447,2011,74.5,147,3,3,0.1,11.5
1448,1448,2014,73.9,147,3,3,0.2,12.3
1449,1449,2002,71.1,146,3,3,0.1,15.8
1450,1450,2002,74.5,145,3,3,0.1,15
1451,1451,2003,71.3,144,3,3,0.1,16
1452,1452,2012,74.5,143,3,4,0.1,13.7
1453,1453,2003,74.7,142,3,3,0.1,15.3
1454,1454,2013,74.6,142,3,3,0.1,13.8
1455,1455,2014,74.7,141,3,3,0.1,14
1456,1456,2011,74.5,141,3,4,0.1,13.6
1457,1457,2003,73.1,138,3,4,0.1,12.1
1458,1458,2015,74.9,138,3,3,0.1,14
1459,1459,2010,74.5,138,3,4,0.1,13.5
1460,1460,2004,73.2,137,3,4,0.1,12.7
1461,1461,2005,73.4,135,3,4,0.1,12.9
1462,1462,2006,73.6,134,3,4,0.1,12.7
1463,1463,2007,73.7,133,3,4,0.1,12.3
1464,1464,2008,73.8,132,3,4,0.1,12.5
1465,1465,2010,74.1,131,3,4,0.1,12.8
1466,1466,2009,74,131,3,4,0.1,12.6
1467,1467,2012,74.5,129,3,4,0.1,12.9
1468,1468,2013,74.6,128,3,4,0.1,12.9
1469,1469,2003,79.3,99,3,4,0.1,15.4
1470,1470,2002,77.1,99,3,4,0.1,0
1471,1471,2000,78,95,3,4,0.1,16.2
1472,1472,2003,77.6,95,3,3,0.1,0
1473,1473,2004,82,94,3,4,0.1,15.5
1474,1474,2005,81,93,3,4,0.1,15.5
1475,1475,2006,86,92,3,4,0.1,16.1
1476,1476,2001,78.3,92,3,4,0.1,16.2
1477,1477,2002,78.4,91,3,4,0.1,16.3
1478,1478,2007,89,89,3,3,0.1,16.1
1479,1479,2004,78.2,89,3,3,0.1,0
1480,1480,2009,81.1,88,3,3,0.1,16
1481,1481,2008,89,88,3,3,0.1,16.1
1482,1482,2010,81.3,86,3,3,0.1,16
1483,1483,2004,79.1,86,3,3,0.1,16.4
1484,1484,2005,79.2,85,3,3,0.1,16.4
1485,1485,2006,79.6,84,3,3,0.1,16.5
1486,1486,2012,81.5,83,3,3,0.1,16.1
1487,1487,2011,81.7,83,3,3,0.1,16.1
1488,1488,2007,79.8,82,3,3,0.1,16.6
1489,1489,2013,82,81,3,3,0.1,16.2
1490,1490,2014,82.2,79,3,3,0.1,16.2
1491,1491,2000,79.4,77,3,3,0.1,14.8
1492,1492,2010,82,77,3,4,0.1,0
1493,1493,2011,86,74,3,4,0.1,0
1494,1494,2013,87,72,3,4,0.1,0
1495,1495,2012,86,72,3,4,0.1,0
1496,1496,2014,81,71,3,4,0.1,0
1497,1497,2005,82,69,3,4,0.1,14.9
1498,1498,2004,45.6,69,3,4,50.3,9.4
1499,1499,2015,81.2,69,3,4,0.1,0
1500,1500,2006,82.4,68,3,4,0.1,14.9
1501,1501,2004,82.1,68,3,4,0.1,14.8
1502,1502,2007,82.6,67,3,4,0.1,15
1503,1503,2008,82.7,66,3,4,0.1,15
1504,1504,2011,82.5,64,3,4,0.1,15.1
1505,1505,2009,83,64,3,4,0.1,15
1506,1506,2005,46,63,3,4,49.1,9.7
1507,1507,2010,83,62,3,4,0.1,15.1
1508,1508,2007,50,51,3,4,40.7,10.5
1509,1509,2009,52.6,46,3,4,33.7,10.8
1510,1510,2000,57.4,41,3,4,22.8,11.5
1511,1511,2009,62.4,36,3,4,8.7,11.4
1512,1512,2009,55.7,34,3,4,7.3,9.1
1513,1513,2000,55.9,33,3,6,2,6.5
1514,1514,2015,58.2,32,3,4,4.2,9.2
1515,1515,2014,57.9,32,3,4,4.4,9.2
1516,1516,2003,69.9,29,3,4,0.3,12
1517,1517,2005,63.7,26,3,3,0.1,10.6
1518,1518,2003,61,25,3,4,0.1,9.8
1519,1519,2002,73,24,3,4,0.4,11.8
1520,1520,2012,69.9,18,3,4,0.1,12.3
1521,1521,2014,78,17,3,4,0.1,12.8
1522,1522,2006,73,17,3,4,0.3,11
1523,1523,2001,76.7,17,3,4,0.1,0
1524,1524,2011,73.4,15,3,3,0.1,12.3
1525,1525,2004,74,15,3,4,0.1,13.6
1526,1526,2005,74.2,14,3,4,0.1,13.9
1527,1527,2001,79,13,3,4,0.1,15.6
1528,1528,2000,78.8,13,3,4,0.1,15.7
1529,1529,2011,74.3,13,3,4,0.1,13
1530,1530,2013,74.9,13,3,3,0.1,14.7
1531,1531,2012,74.9,13,3,3,0.1,14.6
1532,1532,2011,74.8,13,3,3,0.1,14.5
1533,1533,2014,75.1,12,3,3,0.1,14.7
1534,1534,2010,74.8,12,3,3,0.1,14.4
1535,1535,2009,74.7,12,3,3,0.1,14.4
1536,1536,2008,74.7,12,3,3,0.1,14.3
1537,1537,2007,74.6,12,3,4,0.1,14.3
1538,1538,2006,74.4,12,3,4,0.1,14.2
1539,1539,2002,79.2,11,3,4,0.1,15.5
1540,1540,2003,78.5,9,3,4,0.1,16.3
1541,1541,2003,81.9,7,3,5,0.1,14.8
1542,1542,2002,81.8,7,3,5,0.1,14.7
1543,1543,2003,45.9,6,3,4,50.6,9.1
1544,1544,2001,56.3,3,3,6,2.3,6.8
1545,1545,2015,75.3,1,3,3,0.1,14.6
1546,1546,2002,46,699,2,4,34.6,11.9
1547,1547,2003,46.4,693,2,4,31.9,11.8
1548,1548,2001,46.7,679,2,4,37.2,11.8
1549,1549,2004,48.1,652,2,4,28.4,11.8
1550,1550,2000,47.8,647,2,4,38.8,11.7
1551,1551,2005,51.7,566,2,3,20.6,11.9
1552,1552,2006,54.8,491,2,3,14.4,11.9
1553,1553,2010,53.6,459,2,4,21.6,11
1554,1554,2011,55,438,2,3,15.7,11.2
1555,1555,2007,56.9,436,2,3,13.4,12.1
1556,1556,2008,57.5,427,2,3,12.7,12.1
1557,1557,2012,56.5,412,2,3,12.2,11.3
1558,1558,2009,59.2,393,2,3,9,12.2
1559,1559,2013,57.6,393,2,3,9.8,11.4
1560,1560,2014,58.4,382,2,3,7.3,11.4
1561,1561,2015,58.9,373,2,3,7.1,11.4
1562,1562,2010,61.1,349,2,3,6.2,12.3
1563,1563,2004,58.1,326,2,2,4,3.7
1564,1564,2011,62.2,325,2,3,5.5,12.4
1565,1565,2003,58,325,2,2,4.2,3.5
1566,1566,2000,57.4,325,2,2,4.1,2.9
1567,1567,2001,57.7,323,2,2,4.3,2.9
1568,1568,2002,57.9,322,2,2,4.3,3.3
1569,1569,2004,59.7,322,2,3,11.1,12.3
1570,1570,2005,58.6,318,2,2,3.9,4
1571,1571,2002,59.7,315,2,3,10.7,12.3
1572,1572,2008,61.6,298,2,3,8.9,12.4
1573,1573,2000,61,296,2,3,9.5,12.2
1574,1574,2010,62.3,294,2,3,7,12.5
1575,1575,2007,61.6,291,2,3,10,12.4
1576,1576,2011,62.8,289,2,3,6,12.5
1577,1577,2006,61.4,288,2,3,10.7,12.4
1578,1578,2013,64.2,286,2,2,2.8,12.6
1579,1579,2004,64,284,2,2,0.1,11.2
1580,1580,2012,63.5,276,2,3,4.9,12.5
1581,1581,2005,64.5,274,2,2,0.1,11.8
1582,1582,2000,62.8,274,2,3,0.1,8.9
1583,1583,2003,59.6,271,2,2,0.1,9.2
1584,1584,2002,59.5,271,2,2,0.1,8.8
1585,1585,2006,65,271,2,2,0.1,12.7
1586,1586,2003,64,271,2,2,0.1,10.5
1587,1587,2004,59.8,269,2,2,0.1,9.5
1588,1588,2014,65.1,268,2,2,2.3,12.6
1589,1589,2005,60,266,2,2,0.1,9.7
1590,1590,2001,63.2,266,2,3,0.1,9.4
1591,1591,2002,63.8,263,2,2,0.1,10.1
1592,1592,2006,63,262,2,2,0.1,9.9
1593,1593,2007,66,259,2,2,0.1,10
1594,1594,2015,65.7,256,2,2,2.2,12.6
1595,1595,2008,61,255,2,2,0.1,10.2
1596,1596,2013,64.6,255,2,3,3.7,12.5
1597,1597,2009,61.3,251,2,2,0.1,10.3
1598,1598,2015,65.8,248,2,3,2.1,11.7
1599,1599,2010,61.8,246,2,2,0.1,10.5
1600,1600,2014,65.9,242,2,3,2.2,11.7
1601,1601,2011,62.2,241,2,2,0.2,10.6
1602,1602,2012,62.5,237,2,2,0.8,10.8
1603,1603,2014,65.5,237,2,3,2.8,12.6
1604,1604,2015,66,229,2,3,2.7,12.6
1605,1605,2008,67.4,225,2,2,0.1,13.4
1606,1606,2011,72,197,2,2,0.3,13
1607,1607,2008,71.7,194,2,3,0.3,13.4
1608,1608,2010,72,191,2,2,0.3,12.9
1609,1609,2006,64.9,186,2,3,0.1,11
1610,1610,2013,73,184,2,2,0.2,13.2
1611,1611,2014,73.3,181,2,2,0.2,13.2
1612,1612,2012,73,181,2,2,0.3,13.2
1613,1613,2015,73.5,178,2,2,0.2,13.2
1614,1614,2007,65.8,173,2,3,0.1,11.3
1615,1615,2008,66.2,168,2,3,0.1,11.7
1616,1616,2009,66.6,165,2,3,0.1,12.1
1617,1617,2010,66.9,163,2,3,0.1,12.4
1618,1618,2011,71.3,161,2,2,0.1,14
1619,1619,2011,67.2,161,2,3,0.1,12.5
1620,1620,2008,73.1,159,2,3,0.1,14.7
1621,1621,2012,67.4,159,2,2,0.1,12.5
1622,1622,2009,73.1,158,2,3,0.1,15.4
1623,1623,2013,67.7,158,2,2,0.1,12.5
1624,1624,2013,73.9,157,2,3,0.1,11.5
1625,1625,2012,73.9,157,2,3,0.1,11.5
1626,1626,2014,68,155,2,2,0.1,12.5
1627,1627,2010,73.4,153,2,2,0.1,15.8
1628,1628,2015,68.3,152,2,2,0.1,12.5
1629,1629,2014,74.5,148,2,3,0.1,11.6
1630,1630,2015,74,146,2,3,0.2,12.3
1631,1631,2015,74.8,145,2,2,0.1,11.7
1632,1632,2007,75.3,144,2,3,0.1,15
1633,1633,2006,75.2,144,2,3,0.1,15
1634,1634,2005,75,144,2,3,0.1,14.8
1635,1635,2014,72.4,143,2,2,0.1,13.4
1636,1636,2004,74.9,143,2,3,0.1,15.5
1637,1637,2002,71.7,142,2,2,0.1,11.8
1638,1638,2004,71.5,141,2,3,0.1,15.9
1639,1639,2011,74.3,139,2,2,0.1,15.7
1640,1640,2005,71.9,138,2,3,0.1,15.7
1641,1641,2013,74.6,138,2,2,0.1,14.7
1642,1642,2012,74.4,138,2,2,0.1,15.3
1643,1643,2009,75.7,136,2,3,0.1,15.1
1644,1644,2014,74.8,135,2,2,0.1,14.7
1645,1645,2013,72.9,134,2,2,0.1,13.4
1646,1646,2006,72.2,134,2,3,0.1,15.4
1647,1647,2012,72.9,133,2,2,0.1,13.7
1648,1648,2015,75,133,2,2,0.1,14.7
1649,1649,2010,72.8,132,2,2,0.1,14.3
1650,1650,2009,72.7,132,2,2,0.1,14.6
1651,1651,2008,72.6,132,2,2,0.1,14.8
1652,1652,2007,72.5,132,2,3,0.1,15.1
1653,1653,2000,71.8,129,2,2,0.1,11.4
1654,1654,2011,76.7,128,2,2,0.1,15.4
1655,1655,2012,76.8,125,2,2,0.1,15.3
1656,1656,2001,75.5,124,2,2,0.1,12.4
1657,1657,2001,73,121,2,2,0.1,11.7
1658,1658,2000,75.7,121,2,2,0.2,12.1
1659,1659,2015,77.5,117,2,2,0.1,16.4
1660,1660,2004,78,97,2,2,0.1,14.3
1661,1661,2005,78.4,93,2,2,0.1,14.6
1662,1662,2009,79.3,91,2,2,0.1,15.3
1663,1663,2006,78.9,91,2,2,0.1,14.9
1664,1664,2010,79.1,89,2,2,0.1,15.2
1665,1665,2008,79.6,88,2,2,0.1,15.2
1666,1666,2011,79.8,86,2,2,0.1,15.4
1667,1667,2000,79.1,86,2,2,0.1,15.7
1668,1668,2013,81,84,2,2,0.1,15.6
1669,1669,2012,79.9,84,2,2,0.1,15.5
