factor_id,metric_id,alcohol,percentage_expenditure,hepatitis_b,measles,bmi,polio,total_expenditure,diphtheria,gdp,population,income_composition_resources
1418,1418,6.14,34.73924576,87,0,44.9,85,7.6,89,359.99,647117,0.654
1419,1419,5.03,573.4346982,86,0,48.6,8,1.49,86,4479.96,646574,0.679
1420,1420,3.84,5.347717533,86,1089,21.7,84,1.32,86,45.13,645872,0.384
1421,1421,5.07,197.7839552,0,1339,18.7,43,1.78,35,2283.88,639762,0.527
1422,1422,1.24,77.09551224,78,425,2.9,78,6.64,78,499.65,633472,0.442
1423,1423,0.84,12.05551997,63,1222,41.1,61,6.42,72,77.58,631479,0.446
1424,1424,5.65,359.9760397,89,0,46.4,85,9.1,89,3225.59,629877,0.664
1425,1425,2.77,440.6027042,89,0,49.4,89,7.19,89,2835.28,628961,0.644
1426,1426,0.25,77.0283958,69,85,19.6,69,4.57,69,648.39,626425,0.451
1427,1427,2.42,653.6925016,92,0,54.7,92,6.95,92,3895.66,625777,0.675
1428,1428,0.52,19.15664091,95,0,15.5,96,4.9,95,997.74,623434,0
1429,1429,0,0,82,0,61.8,89,,89,6461.19,622159,0.804
1430,1430,0.37,8.943006492,0,192,31.3,86,4.64,83,138.44,621625,0.529
1431,1431,6.56,635.4849381,9,5,59.1,93,6.9,94,6682.28,619428,0.787
1432,1432,2.37,549.2783081,89,0,53.4,9,6.81,89,3736.59,619256,0.666
1433,1433,6.45,489.6818699,87,0,58.5,91,6.7,92,6698.79,618294,0.785
1434,1434,6.17,709.1311228,93,0,57.8,95,6.13,95,7325.73,616969,0.774
1435,1435,4.98,678.5188944,9,0,57.2,92,6.74,92,5957.15,615875,0.762
1436,1436,3.86,45.57108889,63,0,2.2,63,1.12,64,358.83,615417,0.357
1437,1437,4.46,14.95451321,0,0,18.3,41,2.73,34,172.68,614323,0
1438,1438,0,527.3076721,0,0,55.7,0,8.46,0,3674.62,614261,0.746
1439,1439,3.55,473.1238124,98,0,53.2,99,9.4,98,1975.46,613997,0.636
1440,1440,0.01,57.12190146,0,0,55,0,8.45,0,338.20,613353,0.74
1441,1441,0.01,495.0782963,0,0,54.2,0,8.91,0,2789.17,612267,0
1442,1442,0.24,69.9675435,68,912,19.2,67,4.32,68,621.93,611627,0.434
1443,1443,0.27,7.212110766,77,0,18.8,73,3.96,76,616.42,597228,0
1444,1444,2.88,332.1056586,75,2,46.2,94,8.2,92,2338.77,595962,0.615
1445,1445,3.63,334.8174246,98,0,51.7,99,8.4,98,1792.38,587718,0.625
1446,1446,0,0,98,0,5.5,99,,98,1922.41,587482,0.514
1447,1447,0.26,45.09010835,28,0,18.4,8,3.65,8,544.57,583211,0
1448,1448,6.21,234.782883,0,8,6.3,94,9.39,94,1291.44,579623,0.942
1449,1449,0.17,93.35872844,98,418,13.9,98,6.91,92,765.86,573416,0
1450,1450,9.69,3.1222302,95,0,55.7,96,8.11,93,24.82,569741,0.828
1451,1451,0.08,29.41897495,0,0,18,98,3.39,89,433.27,569479,0
1452,1452,0.01,24.73328608,94,0,48.9,99,5.42,94,188.52,563513,0.509
1453,1453,1.32,140.3771361,81,112,65.4,75,6.39,81,8161.46,563279,0.763
1454,1454,3.64,275.064434,97,0,48.6,97,6.98,97,1518.85,559456,0.607
1455,1455,5.66,152.8293973,0,0,4.6,87,6.77,87,1148.23,558611,0.632
1456,1456,10.47,10251.10872,0,84,57.4,91,1.87,91,61753.67,557572,0.91
1457,1457,11.12,16255.16198,94,0,6.9,99,6.94,99,119172.74,556319,0.892
1458,1458,0.08,19.71741043,0,0,17.6,7,2.86,7,395.93,555888,0
1459,1459,0.33,21.23698847,4,2046,2.5,9,1.87,84,1186.42,555331,0.526
1460,1460,10.08,9765.616994,0,6,56.6,89,11.47,89,58163.29,552395,0.906
1461,1461,3.83,253.0007812,93,0,47.9,93,6.91,93,1344.32,552216,0.601
1462,1462,0.01,247.9492284,99,0,48.1,99,5.48,99,1858.69,551531,0.505
1463,1463,6.32,1132.432517,85,0,57.7,85,5.69,85,9564.46,547928,0.722
1464,1464,6.66,233.8488603,0,0,39.8,9,7.61,89,1417.27,546624,0.624
1465,1465,3.69,21.41123529,88,0,47.1,88,6.33,88,124.99,545211,0.597
1466,1466,11.27,6948.839868,0,0,54.4,95,9.67,95,46511.65,544523,0.893
1467,1467,0.09,35.02948624,0,0,17.3,7,3.56,7,375.85,542357,0
1468,1468,0.99,229.6687488,99,0,47.2,99,5.8,99,1642.84,539614,0.497
1469,1469,11.54,650.9813544,0,0,53.9,96,9.51,96,4458.78,539574,0.882
1470,1470,1.02,2.995959823,0,295,17.9,72,5,72,31.44,539141,0.428
1471,1471,0,0,96,0,31.3,93,,93,2954.12,532913,0.646
1472,1472,5.64,989.1263558,86,0,55.5,86,5.93,86,8318.98,531589,0.704
1473,1473,10.45,6147.1323,0,0,59,97,8.9,99,48288.55,528872,0.873
1474,1474,1.29,14.55610463,81,1761,64.9,75,6.63,81,846.29,527612,0.766
1475,1475,3.61,15.25518816,83,0,42.8,85,5.39,83,116.27,526796,0.562
1476,1476,0.01,414.0242418,97,0,3.5,95,4.76,95,3529.62,526437,0.643
1477,1477,3.77,2.542436908,86,0,44.9,86,6.12,86,115.57,524879,0.583
1478,1478,9.95,4816.589613,0,1,58.1,97,8.43,97,38969.17,524696,0.864
1479,1479,9.31,3869.026302,0,0,57.1,96,8.15,98,32816.17,521314,0.866
1480,1480,5.97,0,0,14,61.2,95,,95,7455.25,518867,0.948
1481,1481,6.21,2094.19096,0,4,59.8,95,9.16,95,11563.73,518573,0.941
1482,1482,11.5,17028.52798,95,6,59.6,96,7.34,99,115761.58,518347,0.894
1483,1483,8.59,397.7533689,0,0,55.5,96,7.22,99,24253.25,517629,0.847
1484,1484,2.55,490.4181326,97,0,45,97,1.98,97,5649.98,517461,0.665
1485,1485,4.94,815.4355995,84,0,53.3,85,5.92,85,6858.16,515148,0.691
1486,1486,0.01,33.55888998,94,0,29,94,4.61,94,348.48,513979,0.636
1487,1487,0.95,2.048574874,0,1833,17.1,51,4.29,5,26.64,511177,0.426
1488,1488,4.47,418.9206608,83,0,51.1,84,6.78,83,3595.89,498946,0.672
1489,1489,4.43,404.4205858,8,3,47.5,83,5.96,8,2395.86,498899,0.653
1490,1490,11.42,2052.393076,95,0,58.8,96,8.11,99,13198.67,497783,0.888
1491,1491,1.1,2.02964427,0,3578,16.6,63,4.35,64,26.39,497367,0.425
1492,1492,4.45,339.9777364,98,0,26.8,99,4.24,99,3444.56,496963,0.621
1493,1493,6.53,277.3550522,0,39,59.4,94,9.14,94,1574.99,495388,0.939
1494,1494,4.16,360.6208825,98,0,26.2,99,3.96,99,3638.96,491723,0.615
1495,1495,1.53,151.1526829,81,9,64.4,75,6.99,81,8787.95,491644,0.763
1496,1496,4.53,32.3662077,0,0,49.7,74,6.62,75,263.14,488332,0
1497,1497,0,0,92,0,6.5,92,,92,1146.36,487852,0.775
1498,1498,0.44,4.15451614,39,1329,15.7,92,1.97,82,219.82,487377,0.455
1499,1499,2.58,0.358651421,98,59,42,98,2.16,98,26.37,487137,0
1500,1500,1.72,8.906931168,8,373,61.9,75,8.9,8,614.27,486466,0.731
1501,1501,5.28,345.463714,96,0,25.5,98,4.3,98,3112.29,486438,0.602
1502,1502,9.86,2044.169761,83,0,58.2,95,7.24,96,15323.61,485412,0.825
1503,1503,0.99,240.4851202,99,0,43,99,6.66,99,948.66,481422,0.47
1504,1504,11.75,267.051312,87,0,57.9,96,6.8,99,1618.49,479993,0.877
1505,1505,8.33,1398.042623,94,3,59.2,97,7.63,94,8161.37,479947,0.794
1506,1506,6.6,14829.41215,0,0,57.5,93,8.58,93,85128.66,479153,0.934
1507,1507,8.69,709.3170967,79,615,43.6,75,7.77,79,5414.63,476667,0.609
1508,1508,4.26,3.349816965,93,0,24.3,95,4.86,95,248.13,474567,0.582
1509,1509,6.79,180.3537859,98,146,56.1,99,6.61,99,1367.35,474516,0.7
1510,1510,2.86,186.1013972,96,1,4,98,4.3,97,1453.92,473398,0
1511,1511,11.98,15345.4907,95,8,57.5,99,7.75,99,89739.71,472637,0.88
1512,1512,7.31,217.4345257,97,2392,56.4,95,6.41,96,1828.72,471515,0.707
1513,1513,0.41,3.421880938,0,736,14.6,84,2.5,79,143.78,471422,0.435
1514,1514,0.9,25.31155956,83,0,42.1,9,7.83,89,88.87,469885,0.465
1515,1515,4.19,240.139715,91,0,23.7,94,5.6,93,1976.46,467664,0.574
1516,1516,6.47,12829.25408,0,0,57,94,8.43,94,74114.70,466677,0.931
1517,1517,0.97,10.60269773,94,128,14.3,94,3.3,94,297.83,466648,0.405
1518,1518,9.25,423.680459,95,131,65.4,96,9.1,96,2921.93,466245,0.874
1519,1519,8.86,46.19685449,92,1005,57.2,98,6.36,98,368.69,465935,0.723
1520,1520,11.84,1346.246697,95,0,57,99,7.95,99,8289.70,465158,0.874
1521,1521,9.46,456.4586664,84,48,57.6,91,6.63,9,3891.38,462582,0.73
1522,1522,0.01,170.9626624,92,354,21.3,93,5.72,92,1335.65,462425,0.546
1523,1523,6.22,1009.825011,0,7,55.9,92,9.44,92,5757.27,459191,0.924
1524,1524,1.18,195.5259417,81,0,41.3,89,5.64,9,818.44,458324,0.459
1525,1525,11.88,4509.234803,46,443,58.9,94,8.76,94,48538.59,456155,0.907
1526,1526,8.44,453.7830847,46,12746,59.6,72,7.47,76,3855.42,455933,0.739
1527,1527,8.44,52.42529588,46,0,6.1,72,7.67,76,429.72,454896,0.744
1528,1528,3.58,2377.010299,89,0,55.5,93,9.66,88,8199.41,454528,0.749
1529,1529,5.67,6191.211908,0,0,53.3,91,8.27,9,38146.72,449967,0.911
1530,1530,0.01,7.344808214,47,141,21.2,47,3.62,47,486.41,449416,0.366
1531,1531,0.62,20.97991915,96,48,16.5,96,3.6,96,582.78,447469,0.405
1532,1532,1.18,16.83170578,79,0,4.4,84,6,84,744.77,446769,0.453
1533,1533,12.91,910.5062778,95,0,55.2,99,8.27,99,5293.64,446175,0.86
1534,1534,4.66,477.1341814,78,1,46.7,82,5.91,79,2472.20,443958,0.65
1535,1535,3.81,150.7434862,0,0,22.1,91,5.19,9,1268.88,443716,0.562
1536,1536,12.06,2425.403891,97,51,59.4,96,7.7,96,15893.87,443458,0.8
1537,1537,12.21,2160.380199,97,2,6,96,8.18,96,14157.14,442978,0.803
1538,1538,4.22,1859.095621,89,0,53.4,89,9.1,9,6911.14,442958,0.74
1539,1539,12.89,7877.33656,86,0,54.6,99,7.4,99,48179.43,441525,0.854
1540,1540,0.01,54.37396957,5,34,26.7,49,1.4,5,458.47,439737,0.426
1541,1541,4.15,1185.412346,88,0,51.4,89,7.82,89,5245.19,438794,0.727
1542,1542,1.08,156.2847968,75,0,39.6,78,6.9,78,784.96,435262,0.446
1543,1543,0,0,95,2,69.6,97,,97,23819.46,431874,0.853
1544,1544,0.63,1.575160196,92,82,15.5,92,3.3,92,43.75,431334,0.402
1545,1545,12.19,1913.356642,97,12,61.3,96,7.8,96,14539.18,428622,0.808
1546,1546,8.49,409.6000248,9,0,69.2,99,9.75,99,2618.93,427364,0.847
1547,1547,0.7,325.1114746,83,0,38.7,88,6.44,84,944.82,423853,0.442
1548,1548,1.86,7.146851404,88,1218,18.4,89,4.17,88,92.82,423724,0.514
1549,1549,8.58,374.2947283,94,0,68.8,99,9.89,99,2393.19,423374,0.828
1550,1550,1.54,46.90117916,0,3,18.6,47,3.99,51,347.67,421758,0.323
1551,1551,7.67,343.123395,93,0,68.4,99,9.95,99,2193.88,419455,0.821
1552,1552,4.09,1043.10795,89,0,49.3,9,7.8,9,4425.57,418738,0.719
1553,1553,6.91,3601.287457,82,3,68,96,9.6,96,22821.85,416268,0.826
1554,1554,0,0,78,478,18.5,82,,78,693.90,414487,0.488
1555,1555,1.5,40.92207976,0,471,18.2,47,4.29,54,327.11,412791,0.319
1556,1556,7.38,335.5180568,86,1,67.1,73,8.33,73,2675.58,412477,0.815
1557,1557,1.67,69.13924862,81,24,62.5,75,8.7,81,712.78,411147,0.74
1558,1558,6.7,1678.392773,89,4,63.9,94,8.6,94,13689.99,398582,0.79
1559,1559,1.47,31.5941587,0,938,17.2,42,4.16,44,253.77,397612,0.315
1560,1560,12.9,1423.802386,94,2,6,95,7.9,95,11984.87,397282,0.824
1561,1561,5.73,1552.740429,0,7,63.4,95,7.86,95,11843.94,395969,0.786
1562,1562,0.01,8.88028118,8,62,29.4,8,3.63,8,145.58,394617,0.501
1563,1563,6.74,1842.463782,8,0,57.1,8,8.3,8,12593.74,393986,0.78
1564,1564,5.43,7.320514461,98,0,46.9,95,7.72,99,446.37,389684,0.721
1565,1565,1.97,59.83361364,81,1516,17.3,76,4.8,81,839.18,388599,0.494
1566,1566,14.07,3794.581463,0,0,51.5,86,6.3,86,26241.92,385174,0.848
1567,1567,11.63,23.43533487,96,84,6.4,95,6.4,99,1378.55,384196,0.838
1568,1568,0.01,62.48419552,8,35,28.8,8,3.36,8,1364.28,383239,0.491
1569,1569,1.52,33.65315697,0,2837,16.8,4,3.95,4,243.16,383223,0.314
1570,1570,9.06,542.0235,97,48,54.5,98,6.22,99,5693.52,382457,0.796
1571,1571,10.9,14.3042452,98,40,56.6,99,6.28,99,1126.32,381256,0.808
1572,1572,4.56,45.71354264,93,23,5.5,95,8.5,93,2968.41,378153,0
1573,1573,6.9,119.2124275,87,4,54.9,91,7.5,87,927.72,377782,0.758
1574,1574,3.84,151.1399301,0,28,48.8,86,7.1,8,1761.54,377587,0
1575,1575,3.64,165.6168642,0,43,47.6,87,7.9,85,1461.76,376676,0
1576,1576,0.19,21.82252494,72,492,55.8,74,3.82,74,452.75,376271,0.646
1577,1577,4.54,630.3883564,89,45,53.1,9,9.58,89,4611.47,372284,0.717
1578,1578,2.19,527.9176618,74,526,59.7,74,9.3,74,5425.67,371464,0
1579,1579,2.9,32.75626853,55,15,47.1,96,6.25,93,622.74,369588,0.639
1580,1580,0.01,8.353074798,64,1292,27.4,52,3.28,64,123.38,369543,0.484
1581,1581,4.12,75.61062911,91,0,54.7,87,9.46,89,535.87,364999,0.735
1582,1582,4.27,10.424369,0,131,2.7,51,5.43,39,177.29,362863,0.376
1583,1583,9.65,6.002527685,73,3776,15.2,7,9.76,73,41.86,359487,0.442
1584,1584,0,0,94,0,5.9,94,,94,4850.00,359288,0.706
1585,1585,0.01,11.14504291,64,322,26.8,63,3.79,64,146.84,356288,0.476
1586,1586,6.58,670.0920883,95,0,5.1,95,5.79,95,4852.22,351694,0.705
1587,1587,10.2,42.87208671,95,7,57.2,97,6.26,95,353.15,347818,0.757
1588,1588,0.02,61.76263795,74,4,26.1,73,3.23,74,1167.54,347541,0.475
1589,1589,6.16,76.2508038,85,0,51.9,84,6.31,85,668.87,345387,0.743
1590,1590,8.4,8649.674911,56,99,64.1,88,11.2,89,47447.48,345274,0.898
1591,1591,11,561.9168642,94,103,57.5,97,6.4,95,4146.99,344367,0.77
1592,1592,6.56,629.2018591,95,0,49.3,95,5.79,95,4688.54,344181,0.706
1593,1593,0.01,5.00378288,0,5039,23.6,68,4.7,7,62.55,342823,0.451
1594,1594,4.29,14.71928882,97,8,47.9,97,6.27,97,189.68,339616,0.674
1595,1595,0.83,0.735940361,0,789,12.6,82,4.43,81,28.20,339281,0
1596,1596,5.72,631.1251711,88,0,51.1,98,7,88,5348.52,339195,0.744
1597,1597,12.1,76.36187737,94,1,58.1,9,5.67,94,676.97,337775,0.792
1598,1598,6.76,24.73142261,94,0,6.1,94,8.17,94,962.31,335824,0.77
1599,1599,2.86,57.17810403,91,40,47.8,96,5.4,94,783.26,333897,0.645
1600,1600,5.53,623.9100503,92,0,5.3,88,7.48,92,4916.55,333465,0.74
1601,1601,6.58,1712.225506,95,0,58.9,95,11.17,95,5877.88,333143,0.756
1602,1602,6.48,421.4804282,94,0,55.7,94,7.46,94,6281.38,332713,0.742
1603,1603,5.66,882.356362,94,0,57.7,95,11.59,94,4117.39,332496,0.75
1604,1604,1.66,32.73674134,84,766,15.1,83,4.54,84,395.85,332149,0.451
1605,1605,6.64,605.6286892,95,0,47.8,95,5.61,95,4516.25,329192,0.7
1606,1606,5.52,58.45976019,98,0,48.6,95,7.6,98,4267.14,329174,0.728
1607,1607,12.66,1758.822757,95,7,6.5,92,6.86,92,14357.74,328115,0.826
1608,1608,0.01,73.52358168,62,492,18.6,58,8.18,62,612.70,327582,0.476
1609,1609,7.45,8254.020763,0,0,6.6,9,8.86,9,52473.11,327386,0.915
1610,1610,12.7,116.504961,95,1,58.7,94,6.2,94,924.64,326999,0.807
1611,1611,4.54,221.8428,99,7,48.9,98,6.38,97,2416.59,326939,0.681
1612,1612,4.19,22.39648813,0,8,22,66,8.4,6,168.65,326123,0.372
1613,1613,8.2,771.1817686,14,13,61.9,95,9.75,95,4386.70,325755,0.891
1614,1614,7.31,764.5440691,0,0,6.2,91,8.75,91,4781.39,323764,0.907
1615,1615,0.52,721.3655432,96,221,39.5,97,4.17,97,11183.96,322817,0.783
1616,1616,0.01,55.79836969,68,22,24.8,68,3.21,68,944.13,322653,0.466
1617,1617,10.22,687.5776358,0,0,58.5,96,9.12,96,4461.89,318499,0.894
1618,1618,8.49,7613.814999,0,0,58.1,98,8.8,98,55575.29,317414,0.892
1619,1619,1.9,60.3368571,6,228,0,77,3.93,78,893.88,316764,0.43
1620,1620,6.85,549.8096097,97,0,46.3,98,5.81,97,4258.79,313929,0.7
1621,1621,0,0,99,22,44.7,99,,99,2137.58,312989,0.697
1622,1622,7.53,12042.97366,0,0,57.8,97,8.75,97,68348.32,311566,0.887
1623,1623,5.16,26.99312143,98,6,49.9,97,6.12,98,279.14,311487,0.685
1624,1624,0.01,16.71406295,99,0,42.2,99,6.49,99,174.47,297745,0.673
1625,1625,9.8,1109.969508,91,0,58.9,92,6.55,92,11326.22,297555,0.815
1626,1626,7.05,10631.20379,0,0,56.9,95,9.21,95,56249.76,296734,0.879
1627,1627,5.37,437.0621,99,28,55.1,99,5.71,99,4437.18,295195,0.738
1628,1628,0.01,10.42496,62,6532,12.2,24,8.2,24,114.56,293756,0.338
1629,1629,2.83,140.6905284,99,476,41.4,99,5.65,99,1564.97,293394,0.664
1630,1630,3.99,44.57219966,85,1,49.7,9,4.31,88,3138.89,293356,0.707
1631,1631,0,0,94,33,54.9,96,,94,369.65,291695,0.741
1632,1632,5.28,41.82275719,99,10,54.3,99,5.34,99,494.36,291321,0.725
1633,1633,0.01,168.1348992,95,179,3.8,93,11.14,95,1281.52,289928,0.479
1634,1634,4.76,430.8769785,99,0,56.5,99,5.66,99,4414.72,289592,0.759
1635,1635,6.61,725.4853161,0,0,55.9,97,1.7,97,3945.00,289521,0.866
1636,1636,3.79,279.4290812,95,10,53.3,96,4.55,95,3843.59,289359,0.736
1637,1637,0.01,12.83447357,95,7,36.2,96,6.27,95,729.23,289315,0.687
1638,1638,4.51,428.7490668,98,0,57.2,98,5.88,98,4575.76,288914,0.761
1639,1639,6.61,5948.096777,0,0,55.4,95,9.86,95,31996.22,287523,0.859
1640,1640,0.01,241.1958645,98,0,5.4,98,4.21,98,4385.38,286917,0.72
1641,1641,3.83,427.3054534,92,0,53.5,93,5.36,92,4855.74,286287,0.727
1642,1642,2.73,119.4571154,99,117,4.7,99,5.34,99,1377.82,285624,0.657
1643,1643,3.79,5.457289334,93,0,52.7,86,5.91,93,56.14,285187,0.727
1644,1644,3.65,37.17108782,96,0,52,96,5.66,96,521.33,284992,0.725
1645,1645,6.37,5048.274426,0,0,54.8,92,9.12,92,28585.93,284968,0.854
1646,1646,0.01,56.76221682,63,2861,16.2,63,9.42,63,445.89,284331,0.434
1647,1647,6.25,365.799896,96,0,43.8,96,4.45,96,3933.33,283277,0.695
1648,1648,3.55,396.6270975,94,0,5.5,94,5.3,94,4682.73,281721,0.721
1649,1649,0,0,8,79,22.6,8,,8,528.31,281691,0.414
1650,1650,5.12,62.11039296,0,21,29.4,81,6.99,86,422.52,279915,0.578
1651,1651,0.01,28.782245,0,1398,21.7,75,4.34,75,464.23,279729,0.444
1652,1652,1.81,28.88069657,0,4362,0,66,2.96,66,377.53,279455,0.399
1653,1653,0.03,8.594570232,0,0,21.1,58,5.26,51,477.48,279359,0.443
1654,1654,3.51,31.76575838,92,2,48.9,91,5.4,91,492.49,279122,0.718
1655,1655,0.18,59.18845152,65,908,52.5,69,4.13,65,1849.64,278426,0.628
1656,1656,2.56,92.81479759,98,0,4,99,6.31,98,1213.27,277674,0.651
1657,1657,3.63,194.092569,97,0,47.2,99,4.22,95,4313.17,276279,0.709
1658,1658,4.44,411.5645653,94,0,48.8,66,4.72,77,2754.78,276141,0.692
1659,1659,5.8,22.31624272,96,7,46.9,96,4.7,96,265.35,271265,0.693
1660,1660,3.89,160.2382416,0,0,42.5,99,5.34,99,3394.88,267711,0.68
1661,1661,2.39,195.825251,96,172,3.2,95,11.79,96,1352.38,264166,0.469
1662,1662,0,0,0,18,6.1,95,,95,2729.86,263531,0.888
1663,1663,9.53,259.7786785,0,1,58.9,95,9.29,95,2315.32,259953,0.878
1664,1664,8.24,256.1225243,75,4458,21.5,75,3.3,75,4598.25,259615,0.508
1665,1665,3.79,126.698109,98,12,43.9,99,5.6,95,1634.81,259167,0.661
1666,1666,0.02,1.388647732,66,1296,14.2,58,8.7,58,25.29,257798,0.396
1667,1667,10.95,3283.024864,0,2,58.2,96,9.37,96,22486.47,257159,0.877
1668,1668,7.55,843.1946259,96,2,53.6,96,8.26,95,12291.47,256983,0.73
1669,1669,2.91,122.1206485,98,26,43,98,4.68,99,1334.65,255812,0.649
1670,1670,4.94,459.1572399,0,3,28.7,74,7.2,86,3881.30,255734,0.57
1671,1671,4.9,251.6586929,96,0,41.4,96,4.5,96,3419.28,254984,0.677
1672,1672,0.01,447.545645,64,0,51.7,65,3.92,64,3167.34,253142,0.591
1673,1673,10.61,3343.026219,0,22,57.6,96,9.8,96,24985.25,252843,0.876
1674,1674,6.19,83.18071241,82,504,26.6,8,3.96,82,1295.65,252447,0.486
1675,1675,5.76,668.9562854,95,8,35.7,96,5.25,95,7645.21,251339,0.678
1676,1676,0.94,40.80617976,76,177,2.9,73,6.23,76,526.53,249395,0.397
1677,1677,10.32,3187.496219,0,2,57,96,9.7,96,23437.47,248583,0.872
1678,1678,0.01,427.9885222,64,0,5.8,65,3.7,64,3158.59,247485,0.592
1679,1679,4.79,219.0239836,76,0,4.8,91,3.98,91,3364.42,247315,0.668
1680,1680,0.85,457.9731742,63,0,49.9,65,3.85,65,3275.92,241871,0.591
1681,1681,10.52,3505.389434,0,0,56.4,96,9.38,96,24633.80,239669,0.873
1682,1682,0.01,751.3982719,88,477,34.9,88,8.93,88,5421.34,237992,0.632
1683,1683,7.13,291.0170765,95,0,55.4,96,6,96,3352.73,236755,0.716
1684,1684,0.91,471.8626525,62,0,49.1,66,4.71,65,2965.82,236295,0.59
1685,1685,10.21,1356.022164,9,3,59.8,91,5.91,91,13822.86,234319,0.812
1686,1686,6.68,332.2751709,96,1,55.7,97,6.17,97,3572.85,233717,0.728
1687,1687,4.89,457.7200522,0,4,27.9,86,7.32,86,3573.15,232196,0.565
1688,1688,0.01,760.6550553,89,1028,34.1,89,8.53,89,5488.13,231652,0.625
1689,1689,1.54,46.58195631,76,9396,18.1,69,5.91,83,336.33,231275,0.332
1690,1690,7.44,376.4570185,98,0,56,98,6.29,97,4132.35,231173,0.746
1691,1691,0,0,95,0,37.9,96,,95,6532.65,229197,0.698
1692,1692,1.25,3.181373629,94,6,23.6,94,5.3,94,19.69,227212,0.519
1693,1693,10.3,10986.26527,92,190,64.4,92,9.2,92,62245.13,223424,0.927
1694,1694,10.52,8875.786493,92,70,63.9,92,9.2,92,51874.85,223175,0.927
1695,1695,10.94,392.9588536,0,0,55.8,97,8.47,97,2751.81,221316,0.869
1696,1696,1.01,342.4908556,6,0,46.6,67,3.67,67,2393.37,219953,0.579
1697,1697,11.02,3256.724028,0,0,55.2,97,7.98,97,23841.32,218122,0.865
1698,1698,7.58,719.5535161,83,3138,31.8,83,7.89,83,5191.58,217317,0.604
1699,1699,10.62,7172.275229,94,104,63.4,92,9.5,92,42743.00,216917,0.925
1700,1700,6.28,59.55033546,0,0,3.2,83,7.15,83,429.66,216375,0.589
1701,1701,1.5,78.71123825,84,435,22.4,85,4.51,84,498.17,215429,0.499
1702,1702,5.99,547.0386679,95,853,35.2,96,5.64,95,6346.16,214866,0.669
1703,1703,1,43.19780767,59,0,45.7,67,3.96,68,247.98,214634,0.572
1704,1704,0.01,1.117811275,95,1,36.8,96,5.84,95,77.63,212857,0.693
1705,1705,10.37,150.3116884,94,0,6.2,94,5.67,94,1532.23,212647,0.814
1706,1706,10.76,8547.292357,94,65,62.9,92,8.78,92,49664.69,212492,0.921
1707,1707,2.75,91.85432774,88,0,28.8,86,8.85,88,934.43,199993,0.447
1708,1708,10,235.3785281,0,0,53.5,94,8.47,94,1726.92,199712,0.85
1709,1709,9.29,1617.473418,0,0,52.3,93,8.62,93,11815.00,199453,0.835
1710,1710,1.2,27.29839073,64,165,43.3,67,4.2,69,158.53,198964,0
1711,1711,9.97,3829.550928,95,91,6.3,92,8.32,93,23465.39,198954,0.905
1712,1712,0.47,23.94507124,0,1578,15.6,53,6.29,43,269.35,196769,0.291
1713,1713,0.19,1.399626733,57,3,19.4,46,3.8,63,49.46,196727,0.364
1714,1714,9.84,46.3871819,95,32,59.6,92,8.39,92,281.82,196514,0.902
1715,1715,0,0,96,0,3.9,96,,96,1624.64,195553,0.565
1716,1716,1.24,171.1373611,66,101,42.6,67,3.52,7,1353.93,193956,0
1717,1717,0,0,59,0,74.7,61,,66,4149.36,193759,0.702
1718,1718,0,0,8,27,36.3,79,,8,7388.98,193175,0.694
1719,1719,2.95,3.53457351,0,0,25.9,84,6.91,84,47.89,192312,0.446
1720,1720,1.99,5.300902041,17,1,26.4,9,7.13,9,63.64,191897,0.44
1721,1721,0.01,225.7307751,95,0,3.1,95,8.35,95,1821.88,191266,0.562
1722,1722,0.01,492.0552263,64,1,73.4,62,5.2,64,4234.55,189194,0.698
1723,1723,2.15,558.7206486,58,0,72.9,6,5.8,65,3942.98,187665,0.693
1724,1724,5.65,2.819124474,9,350,27.1,87,5.71,85,22.99,187392,0.493
1725,1725,2.88,42.12368374,44,0,72,45,5.4,49,335.11,184826,0.691
1726,1726,5.51,299.3671252,9,59,31.6,96,4.65,96,4163.66,184339,0.567
1727,1727,10.72,156.3907685,0,321,23.5,3,3.73,3,2246.99,183746,0.586
1728,1728,3.97,47.35260547,12,0,71.4,54,4.52,26,359.82,183526,0.688
1729,1729,4.9,469.5823898,91,1,32.2,96,5.56,96,4896.58,182933,0.58
1730,1730,0.01,8.198047581,96,0,28.5,96,8.6,96,138.95,182889,0.553
1731,1731,0,0,96,1,66.5,99,,99,187.79,182883,0.865
1732,1732,3.85,47.73638191,46,0,7.9,49,5.25,53,322.54,182286,0.682
1733,1733,12.01,239.6409938,93,1,56.8,97,6.89,97,3539.75,181563,0.844
1734,1734,10.47,7191.051507,98,98,61.3,99,9.6,99,48424.59,179973,0.874
1735,1735,3.63,287.4671305,41,0,69.7,55,4.47,49,2571.26,179929,0.671
1736,1736,0.2,29.74734049,64,45,2.8,62,4.55,64,438.75,179417,0.38
1737,1737,1.25,91.70356833,8,538,45.3,86,4.94,84,1263.13,178791,0.596
1738,1738,3.62,310.6117683,54,0,68.9,26,4.45,55,2351.34,178781,0.665
1739,1739,4.17,24.99717134,83,0,68.2,82,4.71,83,197.29,177662,0.659
1740,1740,0.42,5.962923532,0,441,16.1,38,3.35,28,81.68,177578,0.306
1741,1741,0,0,87,153,26.3,87,,87,596.87,177526,0.421
1742,1742,3.3,208.1688437,86,0,67.4,85,5.1,86,1631.42,176582,0.653
